okr;nrk;komitet;kandydat;glosy;procent;lprocent;wynik;plec
10;13;PO;BILSKI Kuba;463;0.13;0.85;N;M
10;14;PO;TOKARSKI Piotr Sebastian;646;0.19;1.19;N;M
10;15;PO;WOLIŃSKA Sylwia;311;0.09;0.57;N;K
10;16;PO;KOWALCZYK Jan Wojciech;212;0.06;0.39;N;M
10;17;PO;PONIATOWSKA Ewa Justyna;272;0.08;0.50;N;K
10;18;PO;WĘŻYK-GŁOWACKA Marlena Irena;4133;1.19;7.63;N;K
11;1;PSL;BEJDA Paweł Jan;14161;3.08;29.89;T;M
11;2;PSL;ZIĘBA-GZIK Jolanta;7096;1.54;14.98;N;K
11;3;PSL;NOWAK Adam Paweł;3106;0.67;6.56;N;M
11;4;PSL;NAWROCKA Elżbieta Renata;2565;0.56;5.41;N;K
11;5;PSL;JAROTA Bogdan Ryszard;1185;0.26;2.50;N;M
11;6;PSL;WOŹNIAK Tomasz;3348;0.73;7.07;N;M
11;7;PSL;STASIAK Zbigniew Marek;1631;0.35;3.44;N;M
11;8;PSL;PACHOLSKI Michał Tomasz;1164;0.25;2.46;N;M
11;9;PSL;KRAWCZYK Marek Jan;603;0.13;1.27;N;M
11;10;PSL;BEDNAREK Ewa;1204;0.26;2.54;N;K
11;11;PSL;JANKOWSKI Marek;445;0.10;0.94;N;M
11;12;PSL;KARNISZEWSKI Andrzej;332;0.07;0.70;N;M
11;13;PSL;PLEWIŃSKI Paweł Krzysztof;1146;0.25;2.42;N;M
11;14;PSL;TERKA Michał Waldemar;359;0.08;0.76;N;M
11;15;PSL;KACZOROWSKA Maria;464;0.10;0.98;N;K
11;16;PSL;ŁABĘDZKI Marcin;582;0.13;1.23;N;M
11;17;PSL;BŁACH Alina;294;0.06;0.62;N;K
11;18;PSL;ŻÓRAW Andrzej;369;0.08;0.78;N;M
11;19;PSL;KRAWCZYK Ewa Anna;554;0.12;1.17;N;K
11;20;PSL;ROMANOW-PRZYBYLAK Justyna Agnieszka;636;0.14;1.34;N;K
11;21;PSL;MORGA Agnieszka;505;0.11;1.07;N;K
11;22;PSL;CZUPRYNIAK Danuta;322;0.07;0.68;N;K
11;23;PSL;GRZEGORY Adam;701;0.15;1.48;N;M
11;24;PSL;STĘPIEŃ Andrzej Paweł;4601;1.00;9.71;N;M
11;1;PiS;LICHOCKA Joanna Katarzyna;45823;9.96;19.99;T;K
11;2;PiS;POLAK Piotr Stanisław;34056;7.40;14.86;T;M
11;3;PiS;WOŹNIAK Tadeusz Jacek;17923;3.89;7.82;T;M
11;4;PiS;MATEUSIAK-PIELUCHA Beata Anna;13030;2.83;5.68;T;K
11;5;PiS;CIEBIADA Krzysztof;10770;2.34;4.70;N;M
11;6;PiS;RZYMKOWSKI Tomasz Piotr;20752;4.51;9.05;T;M
11;7;PiS;RYCHLIK Paweł Piotr;25246;5.49;11.01;T;M
11;8;PiS;MATUSZEWSKI Marek;13392;2.91;5.84;T;M
11;9;PiS;WIECZOREK Iwona Małgorzata;9147;1.99;3.99;N;K
11;10;PiS;GÓRCZYŃSKI Andrzej Robert;4181;0.91;1.82;N;M
11;11;PiS;RZYMKOWSKA Ewa;3254;0.71;1.42;N;K
11;12;PiS;NOWAK Krzysztof Jan;2576;0.56;1.12;N;M
11;13;PiS;KRZAK Michał Bazyli;1361;0.30;0.59;N;M
11;14;PiS;KOŁOSZCZYK Olga Anna;3797;0.83;1.66;N;K
11;15;PiS;PAPROTA Katarzyna;2155;0.47;0.94;N;K
11;16;PiS;GAŁKA Mariusz;1229;0.27;0.54;N;M
11;17;PiS;WALCZAK Sławomir;1979;0.43;0.86;N;M
11;18;PiS;CHADRYŚ Iwona;1075;0.23;0.47;N;K
11;19;PiS;TWARDOWSKA Monika Malwina;1420;0.31;0.62;N;K
11;20;PiS;RATYŃSKA Elżbieta Beata;804;0.17;0.35;N;K
11;21;PiS;WRZAŁA Sylwia Marianna;563;0.12;0.25;N;K
11;22;PiS;KAŹMIERCZAK Wieńczysław Jerzy;663;0.14;0.29;N;M
11;23;PiS;KALETA Paweł Tomasz;5574;1.21;2.43;N;M
11;24;PiS;WOJCIECHOWSKI Waldemar Jan;8475;1.84;3.70;N;M
11;1;SLD;MATYSIAK Paulina;16757;3.64;30.40;T;K
11;2;SLD;OLEJNICZAK Cezary Roman;14575;3.17;26.44;N;M
11;3;SLD;IDZIKOWSKI Wiktor;2498;0.54;4.53;N;M
11;4;SLD;KAŹMIERSKA-MAŁYSKA Iwona Monika;2490;0.54;4.52;N;K
11;5;SLD;WALUDA Henryk;962;0.21;1.75;N;M
11;6;SLD;SIKORA Anna Iwona;1557;0.34;2.82;N;K
11;7;SLD;PIETRZAK Michał Damian;1205;0.26;2.19;N;M
11;8;SLD;LEWICKA Zdzisława Teresa;534;0.12;0.97;N;K
11;9;SLD;LORENC Patryk;896;0.19;1.63;N;M
11;10;SLD;KARPIŃSKI Marcin;1338;0.29;2.43;N;M
11;11;SLD;BŁASZCZYK Anna Maria;1163;0.25;2.11;N;K
11;12;SLD;WALCZAK Sebastian Bartosz;748;0.16;1.36;N;M
11;13;SLD;KOŚCIAN Monika;743;0.16;1.35;N;K
11;14;SLD;RAJ Przemysław;760;0.17;1.38;N;M
11;15;SLD;BUNDZYLAK-DĄBROWSKA Agnieszka Czesława;315;0.07;0.57;N;K
11;16;SLD;WOLSKA Anna Maria;623;0.14;1.13;N;K
11;17;SLD;ZIĘBA Piotr;581;0.13;1.05;N;M
11;18;SLD;CIUBORSKI Piotr Krzysztof;256;0.06;0.46;N;M
11;19;SLD;JĘDRYSIAK-URBAŃSKA Olga;302;0.07;0.55;N;K
11;20;SLD;PŁÓCIENNIK Marek;891;0.19;1.62;N;M
11;21;SLD;SKOCZYLAS Adrian;1076;0.23;1.95;N;M
11;22;SLD;BORKIEWICZ Kinga;540;0.12;0.98;N;K
11;23;SLD;GRABSKI Rafał;430;0.09;0.78;N;M
11;24;SLD;GRYGLEWSKI Marek Józef;3876;0.84;7.03;N;M
11;1;PO;TOMCZYK Cezary Józef;44217;9.61;46.91;T;M
11;2;PO;JOŃSKI Dariusz;11999;2.61;12.73;T;M
11;3;PO;HANAJCZYK Agnieszka Małgorzata;10535;2.29;11.18;T;K
11;4;PO;RĄKOWSKI Krzysztof Gabor;5742;1.25;6.09;N;M
11;5;PO;OWCZAREK Andrzej;4741;1.03;5.03;N;M
11;6;PO;GIERULA Artur;1202;0.26;1.28;N;M
11;7;PO;PABICH Michał Marian;966;0.21;1.02;N;M
11;8;PO;LEWERA Jacek Witold;904;0.20;0.96;N;M
11;9;PO;SEWERYN Piotr Jacek;451;0.10;0.48;N;M
11;10;PO;LEWANDOWSKA Iwona Elżbieta;1682;0.37;1.78;N;K
11;11;PO;WRÓBEL Katarzyna Renata;728;0.16;0.77;N;K
11;12;PO;STRUMIAN Edyta Grażyna;491;0.11;0.52;N;K
11;13;PO;WÓJCIK Zbigniew;494;0.11;0.52;N;M
11;14;PO;KOWALCZYK Michał Marcin;620;0.13;0.66;N;M
11;15;PO;LIPIŃSKA Anna;1056;0.23;1.12;N;K
11;16;PO;MATUSIAK Karolina Daria;877;0.19;0.93;N;K
11;17;PO;ZIELIŃSKA Beata Maria;748;0.16;0.79;N;K
11;18;PO;KĄCKI Tomasz Bernard;837;0.18;0.89;N;M
11;19;PO;JESIONOWSKA Barbara Maria;237;0.05;0.25;N;K
11;20;PO;SIERADZKI Marcin Miłosz;303;0.07;0.32;N;M
11;21;PO;WOLNA Katarzyna Kinga;455;0.10;0.48;N;K
11;22;PO;OKOŃ-WYDER Nina Barbara;282;0.06;0.30;N;K
11;23;PO;JACHIMEK Marek Grzegorz;202;0.04;0.21;N;M
11;24;PO;GRABARCZYK Małgorzata Iwona;4499;0.98;4.77;N;K
12;1;PSL;BRYNKUS Józef;8122;2.57;32.49;N;M
12;2;PSL;KAŁA Józef;3904;1.23;15.62;N;M
12;3;PSL;HERBUT Dawid Julian;1998;0.63;7.99;N;M
12;4;PSL;ZAWADZKI Grzegorz Roman;668;0.21;2.67;N;M
12;5;PSL;DĘBIŃSKA Maria;1290;0.41;5.16;N;K
12;6;PSL;GOŁĄB Katarzyna;1616;0.51;6.47;N;K
12;7;PSL;BOLEK Magdalena;1151;0.36;4.60;N;K
12;8;PSL;BEDRA Renata Barbara;342;0.11;1.37;N;K
12;9;PSL;MICHALEC Sylwia;800;0.25;3.20;N;K
12;10;PSL;SIKORA Marek Andrzej;668;0.21;2.67;N;M
12;11;PSL;HYJEK Ewa Maria;350;0.11;1.40;N;K
12;12;PSL;PAJĄK Dorota;1073;0.34;4.29;N;K
12;13;PSL;JAKUBOWSKI Tomasz Marek;452;0.14;1.81;N;M
12;14;PSL;KIERPIEC Daniel Józef;198;0.06;0.79;N;M
12;15;PSL;GÓRECKI Andrzej;885;0.28;3.54;N;M
12;16;PSL;MOTYKA Miłosz Maksymilian;1479;0.47;5.92;N;M
12;1;PiS;BOCHENEK Rafał Paweł;46816;14.81;27.68;T;M
12;2;PiS;POLAK Marek Władysław;16130;5.10;9.54;T;M
12;3;PiS;BIERNAT Zbigniew Stanisław;9125;2.89;5.40;N;M
12;4;PiS;FILIPIAK Ewa Maria;14010;4.43;8.28;T;K
12;5;PiS;KOZIK Krzysztof Janusz;12460;3.94;7.37;T;M
12;6;PiS;HAJOS Sławomir Paweł;10435;3.30;6.17;N;M
12;7;PiS;KUROWSKI Władysław Michał;10525;3.33;6.22;T;M
12;8;PiS;STARZEC Zbigniew Władysław;5676;1.79;3.36;N;M
12;9;PiS;GIBAS Iwona Józefa;7961;2.52;4.71;N;K
12;10;PiS;KASPROWSKI Wojciech Marcin;1194;0.38;0.71;N;M
12;11;PiS;MAJKA Jolanta Maria;4326;1.37;2.56;N;K
12;12;PiS;KACZYŃSKI Filip Roman;14731;4.66;8.71;T;M
12;13;PiS;ŚWIERKOSZ Grażyna;1777;0.56;1.05;N;K
12;14;PiS;KASPRZYCKA Stanisława Marzena;3134;0.99;1.85;N;K
12;15;PiS;TROJANOWSKA Grażyna;3843;1.22;2.27;N;K
12;16;PiS;DUDA Roman Wincenty;6963;2.20;4.12;N;M
12;1;SLD;ŚMIAŁEK Ryszard Kazimierz;10695;3.38;39.75;N;M
12;2;SLD;WÓJTOWICZ Katarzyna Małgorzata;4083;1.29;15.17;N;K
12;3;SLD;ZAWADA Tomasz Leszek;1517;0.48;5.64;N;M
12;4;SLD;BROŻEK Dominika Maria;2225;0.70;8.27;N;K
12;5;SLD;JEZIERSKI Paweł Stanisław;2122;0.67;7.89;N;M
12;6;SLD;KOWALÓWKA Michał Grzegorz;550;0.17;2.04;N;M
12;7;SLD;RAUCH Jan Zbigniew;971;0.31;3.61;N;M
12;8;SLD;STASIK Iwona Ewa;602;0.19;2.24;N;K
12;9;SLD;FILIPEK Magdalena;843;0.27;3.13;N;K
12;10;SLD;KUC Maria Teresa;522;0.17;1.94;N;K
12;11;SLD;JANUSZYK Władysław;370;0.12;1.38;N;M
12;12;SLD;LEGOŃ Natalia Joanna;303;0.10;1.13;N;K
12;13;SLD;GUGULSKI Jarosław Marek;473;0.15;1.76;N;M
12;14;SLD;TYMAN Agnieszka;352;0.11;1.31;N;K
12;15;SLD;KAJDAS Dorota Ewa;725;0.23;2.69;N;K
12;16;SLD;JAGLARZ Jakub Jerzy;556;0.18;2.07;N;M
12;1;PO;NIEDZIELA Dorota;22013;6.96;30.21;T;K
12;2;PO;SOWA Marek Jan;18597;5.88;25.52;T;M
12;3;PO;POTOCKI Adam Kajetan;9820;3.11;13.48;N;M
12;4;PO;STYCZEŃ Adam Tomasz;4811;1.52;6.60;N;M
12;5;PO;KLINOWSKI Mateusz Michał;4541;1.44;6.23;N;M
12;6;PO;WĄTROBA Ewa Beata;1925;0.61;2.64;N;K
12;7;PO;CHOWANIEC Michał;1695;0.54;2.33;N;M
12;8;PO;LUBAŃSKI Adam Jarosław;303;0.10;0.42;N;M
12;9;PO;WINCENCIAK-WALAS Ewa Magdalena;1589;0.50;2.18;N;K
12;10;PO;SKOWROŃSKA Kinga Agnieszka;1232;0.39;1.69;N;K
12;11;PO;BRÓZDA Marcin;895;0.28;1.23;N;M
12;12;PO;BLIŹNIAK Katarzyna Elżbieta;643;0.20;0.88;N;K
12;13;PO;ARKIT Szymon Tadeusz;1726;0.55;2.37;N;M
12;14;PO;KLAJA Tomasz Zygmunt;1087;0.34;1.49;N;M
12;15;PO;MIRANOWICZ Maria Wiesława;369;0.12;0.51;N;K
12;16;PO;ŻABA Tadeusz;1623;0.51;2.23;N;M
13;1;PSL;ŚCIGAJ Agnieszka;20877;3.22;44.21;T;K
13;2;PSL;KEMPF Piotr Marek;4447;0.68;9.42;N;M
13;3;PSL;PATENA Marta Elżbieta;4428;0.68;9.38;N;K
13;4;PSL;WANTUCH Łukasz Mariusz;1573;0.24;3.33;N;M
13;5;PSL;PUŁKA Jerzy;1465;0.23;3.10;N;M
13;6;PSL;STACH Beata Katarzyna;812;0.13;1.72;N;K
13;7;PSL;SZCZOCZARZ Bartłomiej Andrzej;1182;0.18;2.50;N;M
13;8;PSL;ZIELNIK-PIELKA Joanna Małgorzata;992;0.15;2.10;N;K
13;9;PSL;LĘCZNAROWICZ Elżbieta Janina;583;0.09;1.23;N;K
13;10;PSL;GAJĘCKA Jolanta Anna;853;0.13;1.81;N;K
13;11;PSL;KLEMPA Przemysław Zbigniew;383;0.06;0.81;N;M
13;12;PSL;PASZKOT Marzena Iwona;344;0.05;0.73;N;K
13;13;PSL;APOSTOŁ Marian;1105;0.17;2.34;N;M
13;14;PSL;OKRAJEK Włodzimierz Wiktor;818;0.13;1.73;N;M
13;15;PSL;POBĘDZA Czesław Maciej;252;0.04;0.53;N;M
13;16;PSL;MITKA Katarzyna Helena;857;0.13;1.81;N;K
13;17;PSL;FLOREK Marcin Grzegorz;491;0.08;1.04;N;M
13;18;PSL;KURTYKA Halina Ewa;964;0.15;2.04;N;K
13;19;PSL;SŁAWOMIRSKI Radosław Paweł;144;0.02;0.30;N;M
13;20;PSL;STRUTYŃSKI Łukasz Andrzej;223;0.03;0.47;N;M
13;21;PSL;SOSENKO Krzysztof Jan;318;0.05;0.67;N;M
13;22;PSL;PASTERNAK Janusz Mariusz;862;0.13;1.83;N;M
13;23;PSL;DRWAL Dawid Marek;268;0.04;0.57;N;M
13;24;PSL;SZWED Barbara Ewa;358;0.06;0.76;N;K
13;25;PSL;MACHNIK Grzegorz Józef;348;0.05;0.74;N;M
13;26;PSL;WÓJCIK Adam Bernard;416;0.06;0.88;N;M
13;27;PSL;DZIEDZIC Stanisław;516;0.08;1.09;N;M
13;28;PSL;PROKOP-STASZECKA Anna Barbara;1340;0.21;2.84;N;K
13;1;PiS;WASSERMANN Małgorzata Ewa;140692;21.67;54.78;T;K
13;2;PiS;TERLECKI Ryszard Iwon;10327;1.59;4.02;T;M
13;3;PiS;ADAMCZYK Andrzej Mieczysław;29686;4.57;11.56;T;M
13;4;PiS;BUBULA Barbara Ewa;7909;1.22;3.08;N;K
13;5;PiS;OSUCH Jacek Piotr;12150;1.87;4.73;T;M
13;6;PiS;ĆWIK Piotr Krzysztof;7244;1.12;2.82;N;M
13;7;PiS;DUDA Elżbieta;8298;1.28;3.23;T;K
13;8;PiS;ŚWIERCZEK Krzysztof;3443;0.53;1.34;N;M
13;9;PiS;GAMROT Piotr Tadeusz;4452;0.69;1.73;N;M
13;10;PiS;ZIOBRO Jan Paweł;4932;0.76;1.92;N;M
13;11;PiS;PODOSEK Adam Piotr;271;0.04;0.11;N;M
13;12;PiS;DANIOŁ Ewa;1298;0.20;0.51;N;K
13;13;PiS;DOPART Bogusław Jan;364;0.06;0.14;N;M
13;14;PiS;SERAFIN Piotr Karol;1099;0.17;0.43;N;M
13;15;PiS;NOWAK Stanisław Andrzej;689;0.11;0.27;N;M
13;16;PiS;STANOWSKA-CICHOŃ Bogusława Maria;398;0.06;0.15;N;K
13;17;PiS;KUŚ Rafał Andrzej;694;0.11;0.27;N;M
13;18;PiS;FRANKIEWICZ Krystyna Anna;389;0.06;0.15;N;K
13;19;PiS;BUDKOWSKA Anna Maria;234;0.04;0.09;N;K
13;20;PiS;KAŁUŻA Szymon Franciszek;321;0.05;0.12;N;M
13;21;PiS;KACZMARCZYK Magdalena Maria;835;0.13;0.33;N;K
13;22;PiS;FIRLEJ Paweł Jacek;385;0.06;0.15;N;M
13;23;PiS;PĘK Bogdan Marek;2571;0.40;1.00;N;M
13;24;PiS;KOSECKA Justyna Natalia;318;0.05;0.12;N;K
13;25;PiS;GĘGOTEK Zbigniew;386;0.06;0.15;N;M
13;26;PiS;GRUSZKA Stanisław Piotr;777;0.12;0.30;N;M
13;27;PiS;BĘTKOWSKA Monika;883;0.14;0.34;N;K
13;28;PiS;GOWIN Jarosław Adam;15802;2.43;6.15;T;M
13;1;SLD;GDULA Maciej Roman;35279;5.43;41.77;T;M
13;2;SLD;GOSEK-POPIOŁEK Daria Iwona;17488;2.69;20.71;T;K
13;3;SLD;LIPIŃSKA-PIEKARSKA Joanna Olszyna;5059;0.78;5.99;N;K
13;4;SLD;KRÓL Józef Stanisław;2186;0.34;2.59;N;M
13;5;SLD;DROPEK Magdalena;2344;0.36;2.78;N;K
13;6;SLD;KUBAŃSKA Magdalena Bronisława;1889;0.29;2.24;N;K
13;7;SLD;BIELAWSKA Barbara Ewa;2130;0.33;2.52;N;K
13;8;SLD;TRZYBIŃSKI Marek;1001;0.15;1.19;N;M
13;9;SLD;SZYMAŃSKA Monika Anna;2022;0.31;2.39;N;K
13;10;SLD;PLEBAŃCZYK Piotr;582;0.09;0.69;N;M
13;11;SLD;HAŃDEREK Joanna Ewa;2734;0.42;3.24;N;K
13;12;SLD;ŚRODA Piotr Andrzej;941;0.14;1.11;N;M
13;13;SLD;BERYT Alicja Joanna;716;0.11;0.85;N;K
13;14;SLD;FRENKIEL Monika Iwona;873;0.13;1.03;N;K
13;15;SLD;KAWĘCKA Dorota Zuzanna;638;0.10;0.76;N;K
13;16;SLD;BURZAWA Mateusz Ryszard;338;0.05;0.40;N;M
13;17;SLD;WOLAŃSKA Katarzyna Anna;810;0.12;0.96;N;K
13;18;SLD;IVCHENKO Olesia;418;0.06;0.49;N;K
13;19;SLD;IDZIK Tomasz Grzegorz;554;0.09;0.66;N;M
13;20;SLD;GULIŃSKA Anna Małgorzata;388;0.06;0.46;N;K
13;21;SLD;MODZELEWSKI Bartłomiej Jakub;434;0.07;0.51;N;M
13;22;SLD;GROBLER Piotr Paweł;188;0.03;0.22;N;M
13;23;SLD;ZIELENIEWSKI Rafał Roman;201;0.03;0.24;N;M
13;24;SLD;JAŚKOW Adam Stanisław;261;0.04;0.31;N;M
13;25;SLD;GALENT Marcin;505;0.08;0.60;N;M
13;26;SLD;TEKIEL Paulina Agnieszka;366;0.06;0.43;N;K
13;27;SLD;GAŁKA Kinga;1041;0.16;1.23;N;K
13;28;SLD;LEŚNIAK Tomasz Marek;3071;0.47;3.64;N;M
13;1;PO;KOWAL Paweł Robert;76720;11.82;38.76;T;M
13;2;PO;LIPIEC Grzegorz Cezary;9539;1.47;4.82;N;M
13;3;PO;MISZALSKI Aleksander Jan;15987;2.46;8.08;T;M
13;4;PO;GĄDEK Lidia Stanisława;14673;2.26;7.41;N;K
13;5;PO;MAREK Dorota;6113;0.94;3.09;N;K
13;6;PO;RAŚ Ireneusz Jacek;18203;2.80;9.20;T;M
13;7;PO;LASSOTA Józef;13930;2.15;7.04;N;M
13;8;PO;SONIK Bogusław Andrzej;17465;2.69;8.82;T;M
13;9;PO;WODYŃSKA Marta Agnieszka;2650;0.41;1.34;N;K
13;10;PO;MAZUR Artur;2435;0.38;1.23;N;M
13;11;PO;SZCZEPAŃSKA Alicja Anna;1955;0.30;0.99;N;K
13;12;PO;DYNA Władysław Andrzej;463;0.07;0.23;N;M
13;13;PO;SZCZOTKOWSKI Dariusz;1101;0.17;0.56;N;M
13;14;PO;NOWAK Edyta Liliana;998;0.15;0.50;N;K
13;15;PO;ULMANIEC Zbigniew Tomasz;326;0.05;0.16;N;M
13;16;PO;BUCZKOWSKI Andrzej;483;0.07;0.24;N;M
13;17;PO;ZNAMIROWSKI Michał Kazimierz;385;0.06;0.19;N;M
13;18;PO;PIEKAREK Sebastian Joachim;195;0.03;0.10;N;M
13;19;PO;MAJCHER-LEGAWIEC Urszula Elżbieta;822;0.13;0.42;N;K
13;20;PO;BARTYZEL Janusz Jan;418;0.06;0.21;N;M
13;21;PO;GRABARCZYK Piotr Łukasz;470;0.07;0.24;N;M
13;22;PO;WĘGRZYN Ewelina Teresa;680;0.10;0.34;N;K
13;23;PO;PILCH-KOCJAN Marzena Dorota;565;0.09;0.29;N;K
13;24;PO;DOMAŃSKI Andrzej Jan;1329;0.20;0.67;N;M
13;25;PO;BAJOREK Emil Krzysztof;304;0.05;0.15;N;M
13;26;PO;IWANICKA Maria;463;0.07;0.23;N;K
13;27;PO;STRZELECKA Maria Małgorzata;1005;0.15;0.51;N;K
13;28;PO;MEYSZTOWICZ Jerzy Witold;8253;1.27;4.17;N;M
14;1;PSL;NOWOGÓRSKA Urszula Teresa;11499;3.11;42.27;T;K
14;2;PSL;KOLBRECKA Józefa;1165;0.31;4.28;N;K
14;3;PSL;TUMIDAJEWICZ Iwona Agnieszka;2207;0.60;8.11;N;K
14;4;PSL;KRYGOWSKI Anatol;1516;0.41;5.57;N;M
14;5;PSL;PÓŁCHŁOPEK Małgorzata Krystyna;923;0.25;3.39;N;K
14;6;PSL;KIEŁBASA Katarzyna Maria;1149;0.31;4.22;N;K
14;7;PSL;BARAN Grzegorz;834;0.23;3.07;N;M
14;8;PSL;PALUCH Przemysław Marcin;798;0.22;2.93;N;M
14;9;PSL;BIAŁOŃ Maria Barbara;537;0.15;1.97;N;K
14;10;PSL;BARNA Andrzej;402;0.11;1.48;N;M
14;11;PSL;JANUS Mirosław Stanisław;217;0.06;0.80;N;M
14;12;PSL;BĄK Maria;600;0.16;2.21;N;K
14;13;PSL;POPŁAWSKA Irena Barbara;442;0.12;1.62;N;K
14;14;PSL;GRABSKA Wioletta Dorota;227;0.06;0.83;N;K
14;15;PSL;FILAS Krzysztof;592;0.16;2.18;N;M
14;16;PSL;TYLKA Maria;397;0.11;1.46;N;K
14;17;PSL;RAPCIAK Hubert Jan;245;0.07;0.90;N;M
14;18;PSL;WÓJCIAK Małgorzata;337;0.09;1.24;N;K
14;19;PSL;CZARNECKI Rafał Marcin;423;0.11;1.55;N;M
14;20;PSL;PASOŃ Stanisław Wojciech;2693;0.73;9.90;N;M
14;1;PiS;MULARCZYK Arkadiusz;72660;19.63;29.83;T;M
14;2;PiS;PALUCH Anna;20908;5.65;8.58;T;K
14;3;PiS;BARTUŚ Barbara Halina;23468;6.34;9.63;T;K
14;4;PiS;JANCZYK Wiesław Stanisław;16305;4.40;6.69;T;M
14;5;PiS;SIARKA Edward;21561;5.82;8.85;T;M
14;6;PiS;LEŚNIAK Józef Krzysztof;7950;2.15;3.26;N;M
14;7;PiS;DUDA Jan Wiesław;11579;3.13;4.75;T;M
14;8;PiS;PICZURA Jan;4433;1.20;1.82;N;M
14;9;PiS;GUT-MOSTOWY Andrzej Józef;12437;3.36;5.11;T;M
14;10;PiS;BIEDROŃ Grzegorz Janusz;7692;2.08;3.16;N;M
14;11;PiS;WICHER Patryk Tomasz;10900;2.94;4.47;T;M
14;12;PiS;ZIELIŃSKA Elżbieta Joanna;7999;2.16;3.28;N;K
14;13;PiS;NIKA Zofia;2044;0.55;0.84;N;K
14;14;PiS;FILIPIAK Ewa;7468;2.02;3.07;N;K
14;15;PiS;TYLKA Grażyna Katarzyna;1440;0.39;0.59;N;K
14;16;PiS;WALICKI Tomasz Stanisław;1963;0.53;0.81;N;M
14;17;PiS;ADAMCZYK Marta;2179;0.59;0.89;N;K
14;18;PiS;PARUCH Zygmunt Jan;2971;0.80;1.22;N;M
14;19;PiS;LEKSANDER Bartosz;2525;0.68;1.04;N;M
14;20;PiS;ZUBEK Marcin Marian;5101;1.38;2.09;N;M
14;1;SLD;BOCHEŃSKI Jakub Józef;15204;4.11;67.62;N;M
14;2;SLD;ŻYTKOWICZ Barbara Aleksandra;1606;0.43;7.14;N;K
14;3;SLD;JAKOWICKA Zuzanna Katarzyna;864;0.23;3.84;N;K
14;4;SLD;PLATO Henryk;936;0.25;4.16;N;M
14;5;SLD;CZERSKA Beata Katarzyna;505;0.14;2.25;N;K
14;6;SLD;DRZEWIŃSKA Marzena Beata;229;0.06;1.02;N;K
14;7;SLD;ORZECHOWSKI Eugeniusz;271;0.07;1.21;N;M
14;8;SLD;CEMPA-PULIT Grażyna;287;0.08;1.28;N;K
14;9;SLD;REICHERT Jolanta Maria;151;0.04;0.67;N;K
14;10;SLD;GĄSIENICA-DANIEL Stanisław;446;0.12;1.98;N;M
14;11;SLD;ALCHOWŚKA Maria Jolanta;122;0.03;0.54;N;K
14;12;SLD;SMOLEŃ Iwona Anna;329;0.09;1.46;N;K
14;13;SLD;KOŁODZIEJ Łukasz;271;0.07;1.21;N;M
14;14;SLD;KĘSKA Bartosz Czesław;129;0.03;0.57;N;M
14;15;SLD;ŻYLIŃSKA Jolanta Aleksandra;136;0.04;0.60;N;K
14;16;SLD;DŁUGOSZ Krzysztof;183;0.05;0.81;N;M
14;17;SLD;PIOTROWSKA Danuta;253;0.07;1.13;N;K
14;18;SLD;MAJERCZAK-KIESZKOWSKA Magdalena;165;0.04;0.73;N;K
14;19;SLD;SZLAGOWSKA-BUDACZ Dorota Ewa;396;0.11;1.76;N;K
14;1;PO;MARCZUŁAJTIS-WALCZAK Jagna Kinga;21968;5.93;42.92;T;K
14;2;PO;CZERWIŃSKI Andrzej Stanisław;12502;3.38;24.43;N;M
14;3;PO;FOGLER Marta Halina;1168;0.32;2.28;N;K
14;4;PO;KOCHAN Witold Zygmunt;4667;1.26;9.12;N;M
14;5;PO;RUCHAŁA Elżbieta Joanna;3261;0.88;6.37;N;K
14;6;PO;MUSIAŁ Piotr Tomasz;1091;0.29;2.13;N;M
14;7;PO;OLSZYŃSKI Waldemar Paweł;542;0.15;1.06;N;M
14;8;PO;LEHNER Sylwia Beata;504;0.14;0.98;N;K
14;9;PO;JANCZAK Marek Józef;561;0.15;1.10;N;M
14;10;PO;KARPIEL Jan Bolesław;2284;0.62;4.46;N;M
14;11;PO;CYMER Janusz Ryszard;134;0.04;0.26;N;M
14;12;PO;SPRAWKA-BAZYDŁO Maria Anna;122;0.03;0.24;N;K
14;13;PO;WĄSOWSKA-SCHIRMER Halina Maria;203;0.05;0.40;N;K
14;14;PO;PACHNIOWSKI Bogusław Tadeusz;99;0.03;0.19;N;M
14;15;PO;CICHAŃSKA Barbara Grażyna;222;0.06;0.43;N;K
14;16;PO;LOREK Andrzej;132;0.04;0.26;N;M
14;17;PO;PATER Stanisław;157;0.04;0.31;N;M
14;18;PO;BALCERZYK Danuta Anna;245;0.07;0.48;N;K
14;19;PO;GWÓŹDŹ Jacek Józef;269;0.07;0.53;N;M
14;20;PO;MAJKA Jerzy Stanisław;1052;0.28;2.06;N;M
15;1;PSL;KOSINIAK-KAMYSZ Władysław Marcin;33784;9.73;72.92;T;M
15;2;PSL;KORDULA Joanna Ewa;1229;0.35;2.65;N;K
15;3;PSL;SORYS Stanisław Andrzej;1558;0.45;3.36;N;M
15;4;PSL;DROŻDŻAK Ryszard;1198;0.35;2.59;N;M
15;5;PSL;GAWEŁ Marcin Stanisław;1217;0.35;2.63;N;M
15;6;PSL;KAMIŃSKI Bogusław;746;0.21;1.61;N;M
15;7;PSL;DUDA Grzegorz;910;0.26;1.96;N;M
15;8;PSL;SKALAK Anna Teresa;439;0.13;0.95;N;K
