okr;nrk;komitet;kandydat;glosy;procent;procentl;wynik;plec
10;3;PO;Rutkowska Dorota;10268;3.93;15.35;T;K
10;4;PO;Czapla Andrzej Wiesław;6391;2.45;9.55;N;M
10;5;PO;Krawczyk Cezary Jarosław;4410;1.69;6.59;N;M
10;6;PO;Kudaj Elżbieta Maria;4271;1.64;6.39;N;K
10;7;PO;Derewęda-Jankowska Katarzyna Elżbieta;980;0.38;1.47;N;K
10;8;PO;Pietrzak Teresa Wiesława;1339;0.51;2.00;N;K
10;9;PO;Klatka Barbara Ewa;3241;1.24;4.85;N;K
10;10;PO;Kucharski Sylwester Wojciech;1685;0.65;2.52;N;M
10;11;PO;Magacz Dariusz Marian;806;0.31;1.20;N;M
10;12;PO;Kruszona Bartosz;253;0.10;0.38;N;M
10;13;PO;Greta Szczepan Jan;285;0.11;0.43;N;M
10;14;PO;Cłapa Ewa Maria;1095;0.42;1.64;N;K
10;15;PO;Olszewski Wiktor Łukasz;917;0.35;1.37;N;M
10;16;PO;Langkamer Tomasz Łukasz;253;0.10;0.38;N;M
10;17;PO;Jarczyński Mateusz Arkadiusz;414;0.16;0.62;N;M
10;18;PO;Malinowski Sławomir;2155;0.83;3.22;N;M
11;1;PiS;Schreiber Grzegorz Zenon;17808;5.24;16.31;T;M
11;2;PiS;Matuszewski Marek;16207;4.77;14.84;T;M
11;3;PiS;Mastalerek Marcin;8509;2.50;7.79;T;M
11;4;PiS;Grabicka Krystyna Stanisława;6776;1.99;6.20;N;K
11;5;PiS;Mateusiak-Pielucha Beata Anna;6319;1.86;5.79;N;K
11;6;PiS;Zarzycki Wojciech Szczęsny;4158;1.22;3.81;N;M
11;7;PiS;Woźniak Tadeusz Jacek;8996;2.65;8.24;T;M
11;8;PiS;Polak Piotr Stanisław;9022;2.65;8.26;T;M
11;9;PiS;Kłopotowski Konrad;2211;0.65;2.02;N;M
11;10;PiS;Czyżak Grażyna Ewa;3128;0.92;2.86;N;K
11;11;PiS;Kosiorek Marcin Rafał;5213;1.53;4.77;N;M
11;12;PiS;Dęga Sylwia Bogumiła;4179;1.23;3.83;N;K
11;13;PiS;Olas Stanisław Czesław;1127;0.33;1.03;N;M
11;14;PiS;Krzak Michał Bazyli;1243;0.37;1.14;N;M
11;15;PiS;Rządziński Robert Roman;1327;0.39;1.22;N;M
11;16;PiS;Sagan Marlena Barbara;2630;0.77;2.41;N;K
11;17;PiS;Gędek Łukasz Andrzej;878;0.26;0.80;N;M
11;18;PiS;Moska Jolanta Maria;510;0.15;0.47;N;K
11;19;PiS;Olczak Grażyna Jadwiga;1046;0.31;0.96;N;K
11;20;PiS;Żebrowska Jolanta Janina;1102;0.32;1.01;N;K
11;21;PiS;Rozmarynowska Anna Maria;2159;0.64;1.98;N;K
11;22;PiS;Liberski Zbigniew Krzysztof;631;0.19;0.58;N;M
11;23;PiS;Woźniak Marlena Maria;1431;0.42;1.31;N;K
11;24;PiS;Rozmarynowska Urszula Teresa;2595;0.76;2.38;N;K
11;1;SLD;Piątek Iwona Zofia;5539;1.63;18.50;N;K
11;2;SLD;Krasiński Zbigniew Stanisław;2846;0.84;9.51;N;M
11;3;SLD;Dziemdziela Józef;2405;0.71;8.03;N;M
11;4;SLD;Jura Tomasz Aleksander;1259;0.37;4.21;N;M
11;5;SLD;Kaźmierska-Małyska Iwona Monika;1896;0.56;6.33;N;K
11;6;SLD;Leśniczak Henryk Jan;615;0.18;2.05;N;M
11;7;SLD;Sadziński Przemysław;652;0.19;2.18;N;M
11;8;SLD;Zarębski Zdzisław;332;0.10;1.11;N;M
11;9;SLD;Leśkiewicz Patrycja Irena;534;0.16;1.78;N;K
11;10;SLD;Kabaciński Wojciech Andrzej;415;0.12;1.39;N;M
11;11;SLD;Łebkowski Paweł Krzysztof;296;0.09;0.99;N;M
11;12;SLD;Przytulska Maria Nina;587;0.17;1.96;N;K
11;13;SLD;Kowalczyk Dominika Anna;516;0.15;1.72;N;K
11;14;SLD;Warzocha Maryla;368;0.11;1.23;N;K
11;15;SLD;Kraska Robert Piotr;642;0.19;2.14;N;M
11;16;SLD;Płuciennik Agnieszka;728;0.21;2.43;N;K
11;17;SLD;Szczepańska Elżbieta Zofia;325;0.10;1.09;N;K
11;18;SLD;Wiśniewska Ewa;695;0.20;2.32;N;K
11;19;SLD;Groblewska-Durajska Bogusława Maria;181;0.05;0.60;N;K
11;20;SLD;Walczewska Aleksandra Marianna;290;0.09;0.97;N;K
11;21;SLD;Janowska Ewa Maria;999;0.29;3.34;N;K
11;22;SLD;Krysiak Piotr Paweł;312;0.09;1.04;N;M
11;23;SLD;Ruciński Mirosław Remigiusz;419;0.12;1.40;N;M
11;24;SLD;Olejniczak Cezary Roman;7082;2.08;23.66;T;M
11;1;PSL;Łuczak Mieczysław Marcin;9373;2.76;21.97;T;M
11;2;PSL;Nawrocka Elżbieta Renata;6370;1.87;14.93;N;K
11;3;PSL;Olas Stanisław Piotr;1789;0.53;4.19;N;M
11;4;PSL;Bejda Paweł Jan;3385;1.00;7.93;N;M
11;5;PSL;Miedzińska Irena Maria;2109;0.62;4.94;N;K
11;6;PSL;Fraszka Tomasz Władysław;1007;0.30;2.36;N;M
11;7;PSL;Gabryelczak Małgorzata;1509;0.44;3.54;N;K
11;8;PSL;Łabędzki Marcin;935;0.28;2.19;N;M
11;9;PSL;Barczak Sebastian Bogdan;971;0.29;2.28;N;M
11;10;PSL;Stasiak Zbigniew Marek;1754;0.52;4.11;N;M
11;11;PSL;Jasińska Justyna Magdalena;899;0.26;2.11;N;K
11;12;PSL;Olszewska-Nowak Iwona Ewa;380;0.11;0.89;N;K
11;13;PSL;Kwiatkowski Grzegorz;1157;0.34;2.71;N;M
11;14;PSL;Trawczyński Zdzisław;753;0.22;1.76;N;M
11;15;PSL;Kania Małgorzata Anna;608;0.18;1.42;N;K
11;16;PSL;Topór Halina Maria;407;0.12;0.95;N;K
11;17;PSL;Ławniczak Artur Jerzy;1433;0.42;3.36;N;M
11;18;PSL;Will Jolanta;248;0.07;0.58;N;K
11;19;PSL;Płonek Bożena Maria;311;0.09;0.73;N;K
11;20;PSL;Żubrowski Krzysztof Andrzej;1343;0.40;3.15;N;M
11;21;PSL;Dzierżek Bohdan Cezary;1549;0.46;3.63;N;M
11;22;PSL;Szyszka Dariusz;874;0.26;2.05;N;M
11;23;PSL;Różański Jacek Mirosław;671;0.20;1.57;N;M
11;24;PSL;Owczarek Włodzimierz Jan;2836;0.83;6.65;N;M
11;1;PO;Biernat Andrzej Zbigniew;25721;7.57;24.13;T;M
11;2;PO;Hanajczyk Agnieszka Małgorzata;16484;4.85;15.46;T;K
11;3;PO;Tomczyk Cezary Józef;12748;3.75;11.96;T;M
11;4;PO;Zakrzewska Danuta Ewa;5882;1.73;5.52;N;K
11;5;PO;Pawlak Janusz Bogdan;3699;1.09;3.47;N;M
11;6;PO;Jarosławska Joanna Beata;6248;1.84;5.86;N;K
11;7;PO;Jasiński Janusz;2397;0.71;2.25;N;M
11;8;PO;Binder Piotr Jan;1549;0.46;1.45;N;M
11;9;PO;Bieda Robert Damazy;1690;0.50;1.59;N;M
11;10;PO;Krawczyk Marek;1896;0.56;1.78;N;M
11;11;PO;Kałużny Jan;1314;0.39;1.23;N;M
11;12;PO;Kołodziejska Agnieszka Dorota;1771;0.52;1.66;N;K
11;13;PO;Lipińska Grażyna Jolanta;2012;0.59;1.89;N;K
11;14;PO;Górecki Piotr Wojciech;700;0.21;0.66;N;M
11;15;PO;Makota Beata;1210;0.36;1.14;N;K
11;16;PO;Piekarz Krzysztof Władysław;1578;0.46;1.48;N;M
11;17;PO;Dunin Borkowska Anna Maria;1294;0.38;1.21;N;K
11;18;PO;Rąkowski Krzysztof Gabor;2996;0.88;2.81;N;M
11;19;PO;Kałuża Emilia Stanisława;1480;0.44;1.39;N;K
11;20;PO;Sałagacki Marcin;1419;0.42;1.33;N;M
11;21;PO;Werwińska Krystyna;1517;0.45;1.42;N;K
11;22;PO;Sut Sebastian Jan;1049;0.31;0.98;N;M
11;23;PO;Pigłowski Dariusz Andrzej;352;0.10;0.33;N;M
11;24;PO;Dunin Artur Jerzy;9595;2.82;9.00;T;M
12;1;PiS;Szydło Beata Maria;43612;18.22;47.81;T;K
12;2;PiS;Szczerski Krzysztof Maria;4751;1.98;5.21;T;M
12;3;PiS;Łatas Marek Jerzy;12466;5.21;13.67;T;M
12;4;PiS;Polak Marek Władysław;6341;2.65;6.95;T;M
12;5;PiS;Górska Anna Teresa;2219;0.93;2.43;N;K
12;6;PiS;Jurzak Jarosław Ludwik;2132;0.89;2.34;N;M
12;7;PiS;Hajos Sławomir Paweł;2588;1.08;2.84;N;M
12;8;PiS;Bieniek Władysław;1186;0.50;1.30;N;M
12;9;PiS;Kasperek Krzysztof;2205;0.92;2.42;N;M
12;10;PiS;Nieśpielak Jeremi Paweł;2602;1.09;2.85;N;M
12;11;PiS;Kozik Krzysztof Janusz;2683;1.12;2.94;N;M
12;12;PiS;Światłoń Krystyna;944;0.39;1.03;N;K
12;13;PiS;Świerkosz Grażyna;1308;0.55;1.43;N;K
12;14;PiS;Majka Jolanta Maria;1172;0.49;1.28;N;K
12;15;PiS;Wągiel Krystyna Maria;686;0.29;0.75;N;K
12;16;PiS;Kaczyński Filip Roman;4325;1.81;4.74;N;M
12;1;SLD;Szwed Dariusz Jacek;3842;1.61;23.37;N;M
12;2;SLD;Rydzoń Stanisław;5811;2.43;35.35;N;M
12;3;SLD;Drabek - Polek Wiesława;1053;0.44;6.41;N;K
12;4;SLD;Skuza Grzegorz;401;0.17;2.44;N;M
12;5;SLD;Rauch Jan Zbigniew;678;0.28;4.12;N;M
12;6;SLD;Matuszewska Franciszka;427;0.18;2.60;N;K
12;7;SLD;Grzelka - Kopeć Joanna;548;0.23;3.33;N;K
12;8;SLD;Talaga Irena;810;0.34;4.93;N;K
12;9;SLD;Grodecki Andrzej Józef;173;0.07;1.05;N;M
12;10;SLD;Szafrańska Janina Bożena;434;0.18;2.64;N;K
12;11;SLD;Kuliński Wojciech Marcin;173;0.07;1.05;N;M
12;12;SLD;Szczotkowski Dariusz;265;0.11;1.61;N;M
12;13;SLD;Adamus Karolina;562;0.23;3.42;N;K
12;14;SLD;Lewandowski Andrzej Jan;482;0.20;2.93;N;M
12;15;SLD;Janzer Izabela Magdalena;195;0.08;1.19;N;K
12;16;SLD;Kobielusz Paweł Bernard;584;0.24;3.55;N;M
12;1;PSL;Harężlak Andrzej Jerzy;2271;0.95;16.14;N;M
12;2;PSL;Szydłowski Franciszek;2024;0.85;14.38;N;M
12;3;PSL;Sasuła Andrzej Wojciech;1122;0.47;7.97;N;M
12;4;PSL;Wiśniewska Beata Barbara;923;0.39;6.56;N;K
12;5;PSL;Hyjek Ewa Maria;457;0.19;3.25;N;K
12;6;PSL;Stalmach Wiesław;660;0.28;4.69;N;M
12;7;PSL;Klimczyk Józef;377;0.16;2.68;N;M
12;8;PSL;Pudo Stanisław;1173;0.49;8.33;N;M
12;9;PSL;Budka Józef;551;0.23;3.92;N;M
12;10;PSL;Adamczyk Adam;734;0.31;5.22;N;M
12;11;PSL;Szczepaniak Krystyna;633;0.26;4.50;N;K
12;12;PSL;Klimowska - Bobula Edyta Katarzyna;282;0.12;2.00;N;K
12;13;PSL;Jopek Bożena Halina;386;0.16;2.74;N;K
12;14;PSL;Jarosz Franciszka;213;0.09;1.51;N;K
12;15;PSL;Miska Anna Maria;269;0.11;1.91;N;K
12;16;PSL;Kała Józef;1999;0.84;14.20;N;M
12;1;PO;Graś Paweł Bolesław;36992;15.45;43.18;T;M
12;2;PO;Arkit Tadeusz Andrzej;12458;5.20;14.54;T;M
12;3;PO;Bobowska Joanna Grażyna;7976;3.33;9.31;T;K
12;4;PO;Kotarba Stanisław Wojciech;2783;1.16;3.25;N;M
12;5;PO;Niedziela Dorota;6166;2.58;7.20;T;K
12;6;PO;Saternus Andrzej Stanisław;3330;1.39;3.89;N;M
12;7;PO;Maciaszek Robert Tomasz;3479;1.45;4.06;N;M
12;8;PO;Kołat Zbigniew Wojciech;692;0.29;0.81;N;M
12;9;PO;Listwan Ryszard Andrzej;1162;0.49;1.36;N;M
12;10;PO;Pędrak Maria Irena;1474;0.62;1.72;N;K
12;11;PO;Szczurek Renata Krystyna;1898;0.79;2.22;N;K
12;12;PO;Tomiak Krzysztof Marek;861;0.36;1.01;N;M
12;13;PO;Brożek Maria;2029;0.85;2.37;N;K
12;14;PO;Ramenda Sebastian;1613;0.67;1.88;N;M
12;15;PO;Nagórzańska Henryka Maria;633;0.26;0.74;N;K
12;16;PO;Wacławski Jan Stanisław;2124;0.89;2.48;N;M
13;1;PiS;Duda Andrzej Sebastian;79981;15.79;51.01;T;M
13;2;PiS;Adamczyk Andrzej Mieczysław;14297;2.82;9.12;T;M
13;3;PiS;Terlecki Ryszard Iwon;14726;2.91;9.39;T;M
13;4;PiS;Bubula Barbara Ewa;7502;1.48;4.78;T;K
13;5;PiS;Osuch Jacek Piotr;10997;2.17;7.01;T;M
13;6;PiS;Kosior Bolesław Henryk;1984;0.39;1.27;N;M
13;7;PiS;Tatara Agata Iwona;3099;0.61;1.98;N;K
13;8;PiS;Biesaga Jan Czesław;1513;0.30;0.96;N;M
13;9;PiS;Ćwik Piotr Krzysztof;3502;0.69;2.23;N;M
13;10;PiS;Pietrus Włodzimierz Wacław;1168;0.23;0.74;N;M
13;11;PiS;Śmiałek Witold Janusz;831;0.16;0.53;N;M
13;12;PiS;Gilarski Mirosław Jan;1870;0.37;1.19;N;M
13;13;PiS;Duda Elżbieta;3353;0.66;2.14;N;K
13;14;PiS;Wróblewska Halina Elżbieta;833;0.16;0.53;N;K
13;15;PiS;Gamrat Krystyna;1220;0.24;0.78;N;K
13;16;PiS;Mazur Andrzej Karol;585;0.12;0.37;N;M
13;17;PiS;Tochowicz Włodzimierz;1087;0.21;0.69;N;M
13;18;PiS;Kwiatkowska - Rachwał Ewa Maria;810;0.16;0.52;N;K
13;19;PiS;Słoniowski Łukasz Jan;447;0.09;0.29;N;M
13;20;PiS;Głowa Elżbieta;962;0.19;0.61;N;K
13;21;PiS;Plewniak Stanisław Zdzisław;591;0.12;0.38;N;M
13;22;PiS;Jagocki Marek Witold;425;0.08;0.27;N;M
13;23;PiS;Wyrwińska - Cieślak Małgorzata Anna;425;0.08;0.27;N;K
13;24;PiS;Buczkowski Andrzej;947;0.19;0.60;N;M
13;25;PiS;Zaremba - Piwowarska Maria Teresa;636;0.13;0.41;N;K
13;26;PiS;Duraj Izabela Agnieszka;657;0.13;0.42;N;K
13;27;PiS;Zamorska Grażyna Małgorzata;882;0.17;0.56;N;K
13;28;PiS;Jahn - Machowska Joanna Agnieszka;1470;0.29;0.94;N;K
13;1;SLD;Kalita Tomasz Roman;8365;1.65;30.41;N;M
13;2;SLD;Bińczycka Elżbieta;4098;0.81;14.90;N;K
13;3;SLD;Hartman Jan Marek;2209;0.44;8.03;N;M
13;4;SLD;Orkisz Jan;5295;1.05;19.25;N;M
13;5;SLD;Szczuka Anna Małgorzata;1144;0.23;4.16;N;K
13;6;SLD;Czerkas Irena Barbara;361;0.07;1.31;N;K
13;7;SLD;Prokop Jerzy Franciszek;380;0.08;1.38;N;M
13;8;SLD;Natkaniec Ryszard;619;0.12;2.25;N;M
13;9;SLD;Ufir Dorota Maria;479;0.09;1.74;N;K
13;10;SLD;Bednarek Marian;312;0.06;1.13;N;M
13;11;SLD;Leszczyńska Ryszarda;197;0.04;0.72;N;K
13;12;SLD;Kimner - Trzcińska Iwona Teresa;141;0.03;0.51;N;K
13;13;SLD;Jedynak Roman Waldemar;243;0.05;0.88;N;M
13;14;SLD;Nocoń Anna Małgorzata;395;0.08;1.44;N;K
13;15;SLD;Marcinek Ewa Lucyna;233;0.05;0.85;N;K
13;16;SLD;Solarz Bogdan Władysław;283;0.06;1.03;N;M
13;17;SLD;Piechnik Jerzy Zbigniew;125;0.02;0.45;N;M
13;19;SLD;Król Agnieszka;884;0.17;3.21;N;K
13;20;SLD;Kania Joanna Marzena;315;0.06;1.15;N;K
13;21;SLD;Szwed Damian;271;0.05;0.99;N;M
13;22;SLD;Królikowski Włodzimierz;170;0.03;0.62;N;M
13;23;SLD;Janczur Andrzej Jan;86;0.02;0.31;N;M
13;24;SLD;Czudej Arkadiusz Robert;83;0.02;0.30;N;M
13;25;SLD;Matczuk Karolina Anna;357;0.07;1.30;N;K
13;26;SLD;Meus Grzegorz Józef;437;0.09;1.59;N;M
13;1;PSL;Kozak Wojciech;4663;0.92;20.66;N;M
13;2;PSL;Piątkowska Monika Jadwiga;3778;0.75;16.74;N;K
13;3;PSL;Domagała Adam Stanisław;2507;0.49;11.11;N;M
13;4;PSL;Kaliski Maciej Kazimierz;804;0.16;3.56;N;M
13;5;PSL;Kurtyka Halina Ewa;2210;0.44;9.79;N;K
13;6;PSL;Wójcik Jerzy;824;0.16;3.65;N;M
13;7;PSL;Bogdali Bogdan Wojciech;466;0.09;2.06;N;M
13;8;PSL;Paszkot Marzena Iwona;161;0.03;0.71;N;K
13;9;PSL;Dróżdż Ewa Sabina;352;0.07;1.56;N;K
13;10;PSL;Wantuch Łukasz Mariusz;286;0.06;1.27;N;M
13;11;PSL;Okrajek Włodzimierz Wiktor;749;0.15;3.32;N;M
13;12;PSL;Gorajczyk Stanisław Piotr;887;0.18;3.93;N;M
13;13;PSL;Durłak Tadeusz;578;0.11;2.56;N;M
13;14;PSL;Zajączkowska Jolanta Czesława;140;0.03;0.62;N;K
13;15;PSL;Jarosz Sylwia Magdalena;224;0.04;0.99;N;K
13;16;PSL;Białaś Justyna;319;0.06;1.41;N;K
13;17;PSL;Ćmak Piotr Ludwik;85;0.02;0.38;N;M
13;18;PSL;Kulińska Michalina Maja;138;0.03;0.61;N;K
13;19;PSL;Tomaszek Zbigniew Antoni;353;0.07;1.56;N;M
13;20;PSL;Chwastek Michał Stanisław;723;0.14;3.20;N;M
13;21;PSL;Linca Mieczysław;234;0.05;1.04;N;M
13;22;PSL;Makowski Tomasz Ryszard;128;0.03;0.57;N;M
13;23;PSL;Rybicka - Maszczak Maria Anna;137;0.03;0.61;N;K
13;24;PSL;Pijanowski Jacek Marcin;95;0.02;0.42;N;M
13;25;PSL;Kaleta Zofia;566;0.11;2.51;N;K
13;26;PSL;Sendor Piotr Szymon;135;0.03;0.60;N;M
13;27;PSL;Thier Marek Władysław;362;0.07;1.60;N;M
13;28;PSL;Malinowska Maria;670;0.13;2.97;N;K
13;1;PO;Raś Ireneusz Jacek;31455;6.21;13.99;T;M
13;2;PO;Matusik - Lipiec Katarzyna Irena;22178;4.38;9.86;T;K
13;3;PO;Gowin Jarosław Adam;62570;12.35;27.82;T;M
13;4;PO;Fedorowicz Jerzy Feliks;28383;5.60;12.62;T;M
13;5;PO;Jantos Małgorzata Krystyna;6175;1.22;2.75;N;K
13;6;PO;Krupa Jacek Jan;5018;0.99;2.23;N;M
13;7;PO;Gądek Lidia Stanisława;7191;1.42;3.20;T;K
13;8;PO;Lassota Józef;10241;2.02;4.55;T;M
13;9;PO;Samborski Adam Alfred;938;0.19;0.42;N;M
13;10;PO;Marczułajtis - Walczak Jagna Kinga;7289;1.44;3.24;T;K
13;11;PO;Piasny Paweł Marcin;4185;0.83;1.86;N;M
13;12;PO;Sławiński Mateusz Jerzy;1013;0.20;0.45;N;M
13;13;PO;Meysztowicz Jerzy Witold;1705;0.34;0.76;N;M
13;14;PO;Nenko Jerzy Jan;548;0.11;0.24;N;M
13;15;PO;Dąsal Bogdan Michał;620;0.12;0.28;N;M
13;16;PO;Siudak Ewa;1798;0.35;0.80;N;K
13;17;PO;Janawa Grażyna Genowefa;980;0.19;0.44;N;K
13;18;PO;Wilam Agata Iwona;2002;0.40;0.89;N;K
13;19;PO;Gibała Łukasz;18583;3.67;8.26;T;M
13;20;PO;Bielańska Katarzyna Anna;1392;0.27;0.62;N;K
13;21;PO;Pietrow Dorota Jadwiga;722;0.14;0.32;N;K
13;22;PO;Jastrzębski Paweł Artur;646;0.13;0.29;N;M
13;23;PO;Goraj Lucjan;874;0.17;0.39;N;M
13;24;PO;Filemonowicz Wojciech Jerzy;3791;0.75;1.69;N;M
13;25;PO;Klimczak Andrzej Marian;404;0.08;0.18;N;M
13;26;PO;Musiał Kazimierz Józef;577;0.11;0.26;N;M
13;27;PO;Sękowska Daria;976;0.19;0.43;N;K
13;28;PO;Szybist Anna Gabriela;2661;0.53;1.18;N;K
14;1;PiS;Mularczyk Arkadiusz;45801;16.43;31.91;T;M
14;2;PiS;Naimski Piotr Aleksander;5388;1.93;3.75;T;M
14;3;PiS;Paluch Anna;9764;3.50;6.80;T;K
14;4;PiS;Bartuś Barbara Halina;14652;5.25;10.21;T;K
14;5;PiS;Siarka Edward;13264;4.76;9.24;T;M
14;6;PiS;Janczyk Wiesław Stanisław;13993;5.02;9.75;T;M
14;7;PiS;Romanek Andrzej Stanisław;9743;3.49;6.79;T;M
14;8;PiS;Piczura Jan;3817;1.37;2.66;N;M
14;9;PiS;Ciągło Edward;4270;1.53;2.97;N;M
14;10;PiS;Filipiak Ewa;3513;1.26;2.45;N;K
14;11;PiS;Poręba Antoni Marian;2606;0.93;1.82;N;M
14;12;PiS;Dorula Leszek;3660;1.31;2.55;N;M
14;13;PiS;Nowak Alicja;2564;0.92;1.79;N;K
14;14;PiS;Sułkowski Stanisław Jan;1497;0.54;1.04;N;M
14;15;PiS;Borzęcki Michał Piotr;3006;1.08;2.09;N;M
14;16;PiS;Kosakowska Iwona Maria;861;0.31;0.60;N;K
14;17;PiS;Janczura Teresa;1299;0.47;0.90;N;K
14;18;PiS;Palki Jan Piotr;908;0.33;0.63;N;M
14;19;PiS;Baran Bonifacy;1076;0.39;0.75;N;M
14;20;PiS;Ostrowska Helena;1861;0.67;1.30;N;K
14;1;SLD;Sas Kazimierz;5121;1.84;43.58;N;M
14;2;SLD;Kukla Rafał Tomasz;1931;0.69;16.43;N;M
14;3;SLD;Kiemystowicz Bożena Józefa;478;0.17;4.07;N;K
14;4;SLD;Knapik Jan Leopold;842;0.30;7.17;N;M
14;5;SLD;Krzyżkowiak Łucja Maria;198;0.07;1.69;N;K
14;6;SLD;Gabor Jan;366;0.13;3.11;N;M
14;7;SLD;Jasnosz Michał Wilhelm;289;0.10;2.46;N;M
14;8;SLD;Górski Stanisław;288;0.10;2.45;N;M
14;9;SLD;Cempa-Pulit Grażyna;193;0.07;1.64;N;K
14;10;SLD;Jaworska Katarzyna Anna;368;0.13;3.13;N;K
14;11;SLD;Filar Janusz Wojciech;134;0.05;1.14;N;M
14;12;SLD;Wędrychowicz Eugeniusz;150;0.05;1.28;N;M
14;13;SLD;Fröhlich Beata Małgorzata;301;0.11;2.56;N;K
14;14;SLD;Kaczmarek Katarzyna Ewa;201;0.07;1.71;N;K
14;15;SLD;Niżnik Krystyna Maria;125;0.04;1.06;N;K
14;16;SLD;Latała-Zięba Lucyna Janina;74;0.03;0.63;N;K
14;17;SLD;Tomaszek Tadeusz;124;0.04;1.06;N;M
14;18;SLD;Kościółek Paulina Arleta;164;0.06;1.40;N;K
14;19;SLD;Kruk Piotr Aleksander;181;0.06;1.54;N;M
14;20;SLD;Ujwary Edward Kazimierz;222;0.08;1.89;N;M
14;1;PSL;Dutka Bronisław;6583;2.36;33.96;N;M
14;2;PSL;Kaszyk Stanisław;1911;0.69;9.86;N;M
14;3;PSL;Barnaś Stanisław;1720;0.62;8.87;N;M
14;4;PSL;Babiarczyk Bogumiła;790;0.28;4.07;N;K
14;5;PSL;Kolbrecka Józefa;465;0.17;2.40;N;K
14;6;PSL;Bodziony Emil;1078;0.39;5.56;N;M
14;7;PSL;Kądziołka Michał Bartosz;764;0.27;3.94;N;M
14;8;PSL;Bochnia Irena Agata;491;0.18;2.53;N;K
14;9;PSL;Chmura Mikołaj Wojciech;723;0.26;3.73;N;M
14;10;PSL;Trzaskoś Marek;575;0.21;2.97;N;M
14;11;PSL;Królczyk Monika Joanna;237;0.08;1.22;N;K
14;12;PSL;Stokłosa Jolanta Stanisława;409;0.15;2.11;N;K
14;13;PSL;Nalepka Jerzy Andrzej;884;0.32;4.56;N;M
14;14;PSL;Baran Grzegorz;235;0.08;1.21;N;M
14;15;PSL;Klimowski Marcin Sebastian;343;0.12;1.77;N;M
14;16;PSL;Moskała Renata Małgorzata;189;0.07;0.97;N;K
14;17;PSL;Kwit Jacek Adam;523;0.19;2.70;N;M
14;18;PSL;Walendowicz Krystyna;241;0.09;1.24;N;K
14;19;PSL;Dziedzina Franciszek Piotr;823;0.30;4.25;N;M
14;20;PSL;Wiśniowska Elżbieta Aleksandra;403;0.14;2.08;N;K
14;1;PO;Czerwiński Andrzej Stanisław;16723;6.00;21.49;T;M
14;2;PO;Gut-Mostowy Andrzej Józef;15345;5.50;19.72;T;M
14;3;PO;Małuch Małgorzata Krystyna;6843;2.45;8.79;N;K
14;4;PO;Patalita Tadeusz;6422;2.30;8.25;N;M
14;5;PO;Dziwisz Barbara Stanisława;3124;1.12;4.01;N;K
14;6;PO;Zegzda Leszek Jan;4821;1.73;6.20;N;M
14;7;PO;Jachymiak Maciej;2972;1.07;3.82;N;M
14;8;PO;Kuk Jan Zbigniew;820;0.29;1.05;N;M
14;9;PO;Staszel Wiesława;305;0.11;0.39;N;K
14;10;PO;Cycoń Marian Adam;10678;3.83;13.72;T;M
14;11;PO;Koperski Mariusz Jarosław;321;0.12;0.41;N;M
14;12;PO;Kowalczyk Justyna Maria;873;0.31;1.12;N;K
14;13;PO;Król-Mirek Agata Kazimiera;1471;0.53;1.89;N;K
14;14;PO;Więcek Jan;1190;0.43;1.53;N;M
14;15;PO;Górka Jerzy Józef;468;0.17;0.60;N;M
14;16;PO;Janowska Kinga Anna;1660;0.60;2.13;N;K
14;17;PO;Sienkiewicz Jan;1223;0.44;1.57;N;M
14;18;PO;Strama Zofia;588;0.21;0.76;N;K
14;19;PO;Niemiec Małgorzata Anna;1125;0.40;1.45;N;K
14;20;PO;Kozioł Krzysztof Franciszek;837;0.30;1.08;N;M
15;1;PiS;Bernacki Włodzimierz;18699;7.25;16.55;T;M
15;2;PiS;Czesak Edward Stanisław;18787;7.28;16.63;T;M
15;3;PiS;Marianowska Barbara;5541;2.15;4.90;N;K
15;4;PiS;Rojek Józef;15978;6.19;14.14;T;M
15;5;PiS;Wojtkiewicz Michał Jan;9403;3.65;8.32;T;M
15;6;PiS;Rusecka Urszula Beata;7787;3.02;6.89;N;K
15;7;PiS;Kosturkiewicz Bogdan Tomasz;4220;1.64;3.74;N;M
15;8;PiS;Kądzielawa Robert Jerzy;8524;3.30;7.54;N;M
15;9;PiS;Połoska Teresa Alicja;2144;0.83;1.90;N;K
15;10;PiS;Skruch Wojciech;2132;0.83;1.89;N;M
15;11;PiS;Iwaniec Renata Maria;1045;0.41;0.92;N;K
15;12;PiS;Czapiewski Bogdan Jan;991;0.38;0.88;N;M
15;13;PiS;Koprowska Barbara Maria;1268;0.49;1.12;N;K
15;14;PiS;Rybka Robert Zdzisław;828;0.32;0.73;N;M
15;15;PiS;Wójtowicz-Woda Justyna Marta;1788;0.69;1.58;N;K
15;16;PiS;Stefańczyk Izabela Małgorzata;570;0.22;0.50;N;K
15;17;PiS;Ziobro Jan Paweł;9347;3.62;8.27;T;M
15;18;PiS;Łucarz Roman;3930;1.52;3.48;N;M
15;1;SLD;Kwaśny Jakub Michał;7305;2.83;52.69;N;M
15;2;SLD;Tworzydło Iwona Teresa;1052;0.41;7.59;N;K
15;3;SLD;Banek Kazimierz Bogusław;323;0.13;2.33;N;M
15;4;SLD;Powroźnik Magdalena Anna;469;0.18;3.38;N;K
15;5;SLD;Woźniak Jerzy Andrzej;569;0.22;4.10;N;M
