10.html;5;8;PSL;Skierkowski Piotr Henryk;835;0.64 %;N
10.html;5;6;PSL;Ziółkowska Urszula;1762;1.34 %;N
10.html;5;5;PSL;Staniszewski Andrzej Waldemar;751;0.57 %;N
10.html;5;4;PSL;Wieczorek Zbigniew;1531;1.17 %;N
10.html;5;3;KW Demokracja Bezpośrednia;Klocek Marcin Łukasz;139;0.11 %;N
10.html;5;1;KW Demokracja Bezpośrednia;Klajnert Tomasz;199;0.15 %;N
10.html;5;2;KW Demokracja Bezpośrednia;Madaj Paulina;436;0.33 %;N
10.html;5;2;PiS;Grabek Anna Małgorzata;7780;5.93 %;N
10.html;5;4;PiS;Strojecki Karol;618;0.47 %;N
10.html;5;3;PiS;Wieruszewski Jan;4751;3.62 %;N
10.html;5;7;PiS;Mierzwa Halina Bogusława;724;0.55 %;N
10.html;5;5;PiS;Wawro Tomasz Leszek;2873;2.19 %;N
10.html;5;3;KW Nowa Prawica — Janusza Korwin-Mikke;Kostrzewa Mirosław Marian;318;0.24 %;N
10.html;5;5;SLD;Natkański Roman;299;0.23 %;N
10.html;5;2;KW Nowa Prawica — Janusza Korwin-Mikke;Płacheta Wojciech Zdzisław;304;0.23 %;N
10.html;5;8;SLD;Nowakowicz Jacek Artur;230;0.18 %;N
10.html;5;1;KW Nowa Prawica — Janusza Korwin-Mikke;Woch Adam;1942;1.48 %;N
10.html;5;2;KWW Rolnika Marka Wojtery;Szczęsny Daniel;128;0.10 %;N
10.html;5;8;KW Nowa Prawica — Janusza Korwin-Mikke;Franas Kamil;311;0.24 %;N
10.html;5;7;KW Nowa Prawica — Janusza Korwin-Mikke;Patela Karolina Alicja;189;0.14 %;N
10.html;5;1;KWW Rolnika Marka Wojtery;Bartniak Jadwiga;98;0.07 %;N
10.html;5;5;KWW Wspólnota Patriotyzm Solidarność;Krawczyk Łukasz Piotr;214;0.16 %;N
10.html;5;2;KW Twój Ruch;Goździk Tomasz Paweł;365;0.28 %;N
10.html;5;6;KWW Rolnika Marka Wojtery;Walczewska Danuta;59;0.04 %;N
10.html;5;1;KW Twój Ruch;Patyna Tomasz Adam;425;0.32 %;N
10.html;5;2;KW Samoobrona;Korzycka Joanna Anna;118;0.09 %;N
10.html;5;5;KW Samoobrona;Madej Krzysztof Maciej;228;0.17 %;N
10.html;5;2;KWW Zawsze Razem;Kopera Jolanta Zofia;213;0.16 %;N
10.html;5;4;KW Twój Ruch;Krawczyk Iwona Dorota;263;0.20 %;N
10.html;5;3;KW Twój Ruch;Lorek Aleksandra Maria;132;0.10 %;N
10.html;5;1;KWW Zawsze Razem;Kowalczyk Andrzej;617;0.47 %;N
10.html;5;4;KWW Zawsze Razem;Kozar Ewa Dorota;282;0.21 %;N
10.html;5;3;KWW Zawsze Razem;Piątek Daniel Paweł;230;0.18 %;N
10.html;5;5;KWW Zawsze Razem;Ziółkowska Agnieszka Monika;691;0.53 %;N
10.html;5;10;PiS;Pluta Marcin Seweryn;3536;2.69 %;N
10.html;5;1;KW Samoobrona;Sobczyk Anna Maria;357;0.27 %;N
10.html;5;3;KW Samoobrona;Wieczorek Jarosław;147;0.11 %;N
10.html;5;4;KW Samoobrona;Klimczak Magdalena;173;0.13 %;N
10.html;5;6;KW Twój Ruch;Makowska Kazimiera Józefa;134;0.10 %;N
10.html;5;5;KW Twój Ruch;Florkowski Marcin Jacek;54;0.04 %;N
10.html;5;4;KW Nowa Prawica — Janusza Korwin-Mikke;Kotarska Janina;204;0.16 %;N
10.html;5;8;KWW Rolnika Marka Wojtery;Gralewska Wioletta Agnieszka;66;0.05 %;N
10.html;5;7;KWW Rolnika Marka Wojtery;Stróżewski Marek;26;0.02 %;N
10.html;5;5;KWW Rolnika Marka Wojtery;Lewandowski Jacek Zbigniew;190;0.14 %;N
10.html;5;5;KW Nowa Prawica — Janusza Korwin-Mikke;Sykuła Malwina Agnieszka;232;0.18 %;N
10.html;5;3;KWW Wspólnota Patriotyzm Solidarność;Dzięgielewski Bartosz;108;0.08 %;N
10.html;5;6;KW Nowa Prawica — Janusza Korwin-Mikke;Król Konrad;561;0.43 %;N
10.html;5;1;PO;Chełmińska Jolanta Maria;4315;3.29 %;T
10.html;5;10;SLD;Wiktorowicz Agnieszka Dorota;870;0.66 %;N
10.html;5;6;SLD;Samojłowicz Krystyna;349;0.27 %;N
10.html;5;3;KWW Rolnika Marka Wojtery;Czupryniak Krystian;36;0.03 %;N
10.html;5;4;SLD;Michałowski Hieronim Michał;1160;0.88 %;N
10.html;5;4;KWW Rolnika Marka Wojtery;Bieńkowski Piotr;67;0.05 %;N
10.html;1;1;PSL;Siemiński Henryk Stanisław;1679;0.83 %;N
10.html;1;2;PSL;Łuniewska-Bury Jolanta;1130;0.56 %;N
10.html;1;3;PSL;Kowalski Mariusz Krzysztof;1078;0.53 %;N
10.html;1;4;PSL;Majewski Eugeniusz Paweł;790;0.39 %;N
10.html;1;5;PSL;Bernacka Ewa Katarzyna;891;0.44 %;N
10.html;1;6;PSL;Żebrowski Michał Robert;870;0.43 %;N
10.html;1;7;PSL;Zgierska Wiesława Teresa;904;0.45 %;N
10.html;1;8;PSL;Dziugan Piotr Tomasz;217;0.11 %;N
10.html;1;9;PSL;Krasoń Urszula Halina;564;0.28 %;N
10.html;1;10;PSL;Chmielewska-Pytka Beata Joanna;581;0.29 %;N
10.html;1;11;PSL;Biernat Dariusz;566;0.28 %;N
10.html;1;12;PSL;Borek Czesław Tadeusz;249;0.12 %;N
10.html;1;13;PSL;Szewczyk Sylwia;580;0.29 %;N
10.html;1;14;PSL;Kozłowski Krzysztof Jerzy;280;0.14 %;N
10.html;1;15;PSL;Królewiak Dorota Bogumiła;235;0.12 %;N
10.html;1;16;PSL;Mikke Jerzy Andrzej;269;0.13 %;N
10.html;1;17;PSL;Dydo Sławomir Andrzej;143;0.07 %;N
10.html;1;18;PSL;Pyka Marek Michał;745;0.37 %;N
10.html;1;1;KW Demokracja Bezpośrednia;Urbańska Beata Irena;588;0.29 %;N
10.html;1;2;KW Demokracja Bezpośrednia;Andrzejczak Aneta Magdalena;326;0.16 %;N
10.html;1;3;KW Demokracja Bezpośrednia;Urbański Mariusz;205;0.10 %;N
10.html;1;4;KW Demokracja Bezpośrednia;Urbańska Ewa;221;0.11 %;N
10.html;1;5;KW Demokracja Bezpośrednia;Ciach Mikołaj;378;0.19 %;N
10.html;1;1;PiS;Kopcińska Joanna Maria;28127;13.96 %;T
10.html;1;2;PiS;Rosiak Halina Barbara;6254;3.10 %;T
10.html;1;3;PiS;Fisiak Włodzimierz;5942;2.95 %;T
10.html;1;4;PiS;Ługowska-Bulak Sylwia;2800;1.39 %;N
10.html;1;5;PiS;Szałkowska-West Ewa Maria;1011;0.50 %;N
10.html;1;6;PiS;Król Michał Tomasz;4235;2.10 %;N
10.html;1;7;PiS;Korwin-Kochanowski Piotr Tadeusz;808;0.40 %;N
10.html;1;8;PiS;Szydłowski Adam Marian;612;0.30 %;N
10.html;1;9;PiS;Kocimowska-Badek Anna;535;0.27 %;N
10.html;1;10;PiS;Milczarek Piotr Stefan;486;0.24 %;N
10.html;1;11;PiS;Stachurska Sylwia Maria;524;0.26 %;N
10.html;1;12;PiS;Saar Mieczysław Włodzimierz;575;0.29 %;N
10.html;1;13;PiS;Hetmanek Waldemar Henryk;122;0.06 %;N
10.html;1;14;PiS;Olejnik Tomasz Piotr;531;0.26 %;N
10.html;1;15;PiS;Kolasa Dawid Tomasz;323;0.16 %;N
10.html;1;16;PiS;Gajewski Janusz Wojciech;345;0.17 %;N
10.html;1;17;PiS;Krych Przemysław Mirosław;254;0.13 %;N
10.html;1;18;PiS;Jakubowska Ilona Adrianna;1292;0.64 %;N
10.html;1;1;PO;Zdanowska Hanna Elżbieta;47367;23.51 %;T
10.html;1;2;PO;Skrzydlewska Joanna Katarzyna;23102;11.46 %;T
10.html;1;3;PO;Bugajski Marcin Andrzej;5294;2.63 %;T
10.html;1;4;PO;Piotrowski Tomasz Marcin;4549;2.26 %;T
10.html;1;5;PO;Rabiega Anna Barbara;2369;1.18 %;N
10.html;1;6;PO;Ziemniewicz Bożena Maria;2571;1.28 %;T
10.html;1;7;PO;Orzeł Andrzej Witold;856;0.42 %;N
10.html;1;8;PO;Jagoda Dorota Agnieszka;1318;0.65 %;N
10.html;1;9;PO;Kolczyńska Sylwia;729;0.36 %;N
10.html;1;10;PO;Weśka Piotr Tomasz;293;0.15 %;N
10.html;1;11;PO;Miłkowski Paweł Tadeusz;318;0.16 %;N
10.html;1;12;PO;Woźniak Marcin Bartłomiej;453;0.22 %;N
10.html;1;13;PO;Snarska Katarzyna Anna;454;0.23 %;N
10.html;1;14;PO;Wojda Mariola Marzena;410;0.20 %;N
10.html;1;15;PO;Kołodziejski Krzysztof Wiesław;1149;0.57 %;N
10.html;1;16;PO;Placek Marek;594;0.29 %;N
10.html;1;17;PO;Klimczuk-Karolak Marta Kamila;380;0.19 %;N
10.html;1;18;PO;Stasiak Marta Katarzyna;1847;0.92 %;N
10.html;1;1;KWW Ruch Narodowy;Migus Maciej Stanisław;1137;0.56 %;N
10.html;1;2;KWW Ruch Narodowy;Nowacka Monika;566;0.28 %;N
10.html;1;3;KWW Ruch Narodowy;Bernat Patrycja;224;0.11 %;N
10.html;1;4;KWW Ruch Narodowy;Papuga Emil;230;0.11 %;N
10.html;1;5;KWW Ruch Narodowy;Pietrasik Gabor Michał;203;0.10 %;N
10.html;1;1;SLD;Bors Piotr Marcin;6902;3.43 %;T
10.html;1;2;SLD;Kralkowska Ewa;4233;2.10 %;N
10.html;1;3;SLD;Niewiadomski Józef Stanisław;2788;1.38 %;N
10.html;1;4;SLD;Tomaszewska Jadwiga;1531;0.76 %;N
10.html;1;5;SLD;Hałatyn-Burda Oksana Danuta;897;0.45 %;N
10.html;1;6;SLD;Nowakowska Alicja Grażyna;676;0.34 %;N
10.html;1;7;SLD;Ługowski Henryk Marek;333;0.17 %;N
10.html;1;8;SLD;Rogalska Wielisława Kazimiera;290;0.14 %;N
10.html;1;9;SLD;Wnuk Alina;635;0.32 %;N
10.html;1;10;SLD;Nadolski Marek Grzegorz;728;0.36 %;N
10.html;1;11;SLD;Krysiak Halina;376;0.19 %;N
10.html;1;12;SLD;Winer Jolanta Czesława;209;0.10 %;N
10.html;1;13;SLD;Stępień Władysław;831;0.41 %;N
10.html;1;14;SLD;Jabłoński Marek Jerzy;350;0.17 %;N
10.html;1;15;SLD;Rosińska Anna Monika;438;0.22 %;N
10.html;1;16;SLD;Walczak Joanna Jolanta;384;0.19 %;N
10.html;1;17;SLD;Błoch Jacek Dariusz;532;0.26 %;N
10.html;1;18;SLD;Chojnacka Maria Jolanta;1171;0.58 %;N
10.html;1;1;KW Nowa Prawica — Janusza Korwin-Mikke;Dobiesz Jacek Marian;4223;2.10 %;N
10.html;1;2;KW Nowa Prawica — Janusza Korwin-Mikke;Budzisz Dariusz;728;0.36 %;N
10.html;1;3;KW Nowa Prawica — Janusza Korwin-Mikke;Książczyk Mariusz Józef;338;0.17 %;N
10.html;1;4;KW Nowa Prawica — Janusza Korwin-Mikke;Stępień Agnieszka Katarzyna;936;0.46 %;N
10.html;1;5;KW Nowa Prawica — Janusza Korwin-Mikke;Skrzydlewska Liliana Barbara;850;0.42 %;N
10.html;1;6;KW Nowa Prawica — Janusza Korwin-Mikke;Wróbel Aleksandra;558;0.28 %;N
10.html;1;7;KW Nowa Prawica — Janusza Korwin-Mikke;Kotarski Adam Leszek;628;0.31 %;N
10.html;1;1;KWW Wspólnota Patriotyzm Solidarność;Kryński Waldemar Wiesław;200;0.10 %;N
10.html;1;2;KWW Wspólnota Patriotyzm Solidarność;Marosek Karolina Sylwia;120;0.06 %;N
10.html;1;3;KWW Wspólnota Patriotyzm Solidarność;Frąckowicz Joanna Ewa;198;0.10 %;N
10.html;1;4;KWW Wspólnota Patriotyzm Solidarność;Prośniak Jolanta Lilianna;80;0.04 %;N
10.html;1;5;KWW Wspólnota Patriotyzm Solidarność;Dzięciołowski Tomasz;99;0.05 %;N
10.html;1;1;KWW Rolnika Marka Wojtery;Miller Jan;87;0.04 %;N
10.html;1;2;KWW Rolnika Marka Wojtery;Michalska Natalia;110;0.05 %;N
10.html;1;3;KWW Rolnika Marka Wojtery;Baraniak Robert Aleksander;40;0.02 %;N
10.html;1;4;KWW Rolnika Marka Wojtery;Ulanowska Paulina;75;0.04 %;N
10.html;1;5;KWW Rolnika Marka Wojtery;Sałata Paweł Jan;121;0.06 %;N
10.html;1;1;KW Samoobrona;Andrysiak Grzegorz Witold;84;0.04 %;N
10.html;1;2;KW Samoobrona;Piotrowska Małgorzata Ewa;41;0.02 %;N
10.html;1;3;KW Samoobrona;Herbrich Ryszard Walenty;20;0.01 %;N
10.html;1;4;KW Samoobrona;Barancewicz Magdalena;25;0.01 %;N
10.html;1;5;KW Samoobrona;Słowakiewicz Sebastian Stanisław;53;0.03 %;N
10.html;1;6;KW Samoobrona;Pietrzykowska Maria Helena;26;0.01 %;N
10.html;1;7;KW Samoobrona;Brewiński Henryk Jan;19;0.01 %;N
10.html;1;8;KW Samoobrona;Woźniakowska Grażyna;30;0.01 %;N
10.html;1;9;KW Samoobrona;Gołębiowska Ewa Helena;66;0.03 %;N
10.html;1;1;KW Twój Ruch;Makowski Krzysztof Michał;2230;1.11 %;N
10.html;1;2;KW Twój Ruch;Klimczyk Aneta Maria;297;0.15 %;N
10.html;1;3;KW Twój Ruch;Kaszuba Krzysztof Antoni;96;0.05 %;N
10.html;1;4;KW Twój Ruch;Zimoń Magdalena;166;0.08 %;N
10.html;1;5;KW Twój Ruch;Marczak Sławomir Kazimierz;63;0.03 %;N
10.html;1;6;KW Twój Ruch;Piestrzeniewicz Sylwia Zofia;113;0.06 %;N
10.html;1;7;KW Twój Ruch;Pietrzak Piotr Tadeusz;77;0.04 %;N
10.html;1;8;KW Twój Ruch;Michalak Małgorzata;139;0.07 %;N
10.html;1;9;KW Twój Ruch;Kubiak Krzysztof;83;0.04 %;N
10.html;1;10;KW Twój Ruch;Jasińska Aleksandra Joanna;122;0.06 %;N
10.html;1;11;KW Twój Ruch;Dziubek Damian Marek;81;0.04 %;N
10.html;1;12;KW Twój Ruch;Kikosicki Artur;63;0.03 %;N
10.html;1;13;KW Twój Ruch;Tokarska Anna Teresa;238;0.12 %;N
12.html;5;12;SLD;Pogoda Edward;270;0.15 %;N
12.html;5;2;KW Nowa Prawica — Janusza Korwin-Mikke;Banasik Kamil Konrad;451;0.25 %;N
12.html;5;4;SLD;Ziaja Maria;310;0.17 %;N
12.html;5;10;KWW Ruch Narodowy;Maćko Sylwia;214;0.12 %;N
12.html;5;6;KWW Ruch Narodowy;Jaworski Przemysław Michał;160;0.09 %;N
12.html;5;9;KWW Ruch Narodowy;Kawa Katarzyna Janina;147;0.08 %;N
12.html;5;12;PO;Kramarczyk Jolanta Agata;1080;0.59 %;N
12.html;5;8;PO;Pasternak Halina Czesława;701;0.39 %;N
12.html;5;5;KW Demokracja Bezpośrednia;Olkuski Aleksander Bogdan;229;0.13 %;N
12.html;5;4;KW Demokracja Bezpośrednia;Siwek-Kotucha Małgorzata Krystyna;199;0.11 %;N
12.html;5;3;KW Demokracja Bezpośrednia;Kozub Andrzej Łukasz;252;0.14 %;N
12.html;5;8;PSL;Szuster Urszula;906;0.50 %;N
12.html;5;12;PSL;Nowak Józef Władysław;2026;1.12 %;N
12.html;5;5;PiS;Skruch Wojciech;6599;3.64 %;T
12.html;5;4;PiS;Przybyło Grzegorz Tomasz;4140;2.28 %;N
12.html;5;3;PiS;Malec Lucyna;4417;2.43 %;N
12.html;5;7;PiS;Kądzielawa Sebastian;2400;1.32 %;N
12.html;5;2;KWW Ruch Narodowy;Hołyst Kamil Bogdan;351;0.19 %;N
12.html;5;2;PO;Łączyński Bolesław;5850;3.22 %;T
12.html;5;7;PO;Musiał Jan Wiesław;2300;1.27 %;N
12.html;5;1;PO;Ciepiela Roman;16183;8.91 %;T
12.html;5;6;PO;Szot Janusz Władysław;2154;1.19 %;N
12.html;5;3;PO;Latała Krystyna Maria;3473;1.91 %;N
12.html;5;5;PO;Zięba Krzysztof Andrzej;2840;1.56 %;N
12.html;5;1;KWW Ruch Narodowy;Kasiński Szymon Witold;814;0.45 %;N
12.html;5;10;PO;Flaumenhaft Danuta Anna;530;0.29 %;N
12.html;5;9;PO;Soska Jerzy Tadeusz;909;0.50 %;N
12.html;5;14;PO;Wójcik Jan;1631;0.90 %;N
12.html;5;11;PO;Mączka Zbigniew Bronisław;1092;0.60 %;N
12.html;5;13;PO;Stanienda Jolanta Janina;678;0.37 %;N
12.html;5;4;KWW Ruch Narodowy;Zegar Karol Przemysław;182;0.10 %;N
12.html;5;8;SLD;Tabor Piotr;334;0.18 %;N
12.html;5;8;KWW Ruch Narodowy;Budzik Rafał Stanisław;138;0.08 %;N
12.html;5;11;KW Nowa Prawica — Janusza Korwin-Mikke;Karczmarczyk Mirosław Sławomir;223;0.12 %;N
12.html;5;5;KWW Ruch Narodowy;Wantuch Ewa;231;0.13 %;N
12.html;5;7;KWW Ruch Narodowy;Kawa Maria Teresa;211;0.12 %;N
12.html;5;7;SLD;Miczek Dawid Paweł;121;0.07 %;N
12.html;5;1;SLD;Bernat Franciszek Jan;2390;1.32 %;N
12.html;5;2;SLD;Przybyło Maria;699;0.39 %;N
12.html;5;3;SLD;Sztorc Andrzej Stefan;808;0.45 %;N
12.html;5;6;SLD;Guła Janusz;315;0.17 %;N
12.html;5;5;SLD;Karaś Anna;382;0.21 %;N
12.html;5;10;SLD;Cichy Marian Władysław;382;0.21 %;N
12.html;5;10;KW Nowa Prawica — Janusza Korwin-Mikke;Barszcz Dominika;316;0.17 %;N
12.html;5;9;SLD;Odbierzychleb Anita;338;0.19 %;N
12.html;5;1;KW Nowa Prawica — Janusza Korwin-Mikke;Dworak Krystian Dawid;3686;2.03 %;N
12.html;5;11;SLD;Bień Magdalena Antonina;148;0.08 %;N
12.html;5;14;SLD;Pietroń Nina Maria;338;0.19 %;N
12.html;5;13;SLD;Bąk Jolanta Dorota;229;0.13 %;N
12.html;5;9;KW Nowa Prawica — Janusza Korwin-Mikke;Janas Leszek Edward;179;0.10 %;N
12.html;5;3;KW Nowa Prawica — Janusza Korwin-Mikke;Bednarz Zbigniew Adam;617;0.34 %;N
12.html;5;4;KW Nowa Prawica — Janusza Korwin-Mikke;Czapla-Żurek Agata;478;0.26 %;N
12.html;5;5;KW Nowa Prawica — Janusza Korwin-Mikke;Jakubowski Paweł Adam;262;0.14 %;N
12.html;5;8;KW Nowa Prawica — Janusza Korwin-Mikke;Szterleja Barbara Maria;102;0.06 %;N
12.html;5;7;KW Nowa Prawica — Janusza Korwin-Mikke;Niziołek Łukasz Józef;452;0.25 %;N
12.html;5;13;KW Nowa Prawica — Janusza Korwin-Mikke;Styrkowiec Katarzyna Marzena;182;0.10 %;N
12.html;5;7;KW Twój Ruch;Szafrankiewicz Jan;127;0.07 %;N
12.html;5;7;KWW Wspólnota Patriotyzm Solidarność;Drab Alicja;129;0.07 %;N
12.html;5;8;KWW Wspólnota Patriotyzm Solidarność;Wilk Anna Maria;240;0.13 %;N
12.html;5;3;KWW Wspólnota Patriotyzm Solidarność;Bełzowska Ludmiła Lidia;76;0.04 %;N
12.html;5;9;KWW Wspólnota Patriotyzm Solidarność;Wiśniewski Paweł;386;0.21 %;N
12.html;5;6;KWW Wspólnota Patriotyzm Solidarność;Król Agata Klaudia;324;0.18 %;N
12.html;5;11;PiS;Karwala Danuta Beata;1045;0.58 %;N
12.html;5;1;KWW Wspólnota Patriotyzm Solidarność;Mierzewska Mariola Maria;323;0.18 %;N
12.html;5;2;KWW Wspólnota Patriotyzm Solidarność;Cygankiewicz Mikołaj Andrzej;68;0.04 %;N
12.html;5;4;PO;Kuta Marcin Jacek;4220;2.32 %;N
12.html;5;1;PiS;Szczurek-Żelazko Józefa;19674;10.84 %;T
12.html;5;6;KW Twój Ruch;Midura Ewa Beata;188;0.10 %;N
12.html;5;11;PSL;Jarek Zofia Teresa;1118;0.62 %;N
12.html;5;14;PSL;Rząsa-Janas Beata Barbara;1144;0.63 %;N
12.html;5;3;KWW Ruch Narodowy;Olszański Kamil Łukasz;189;0.10 %;N
12.html;5;2;PiS;Kądzielawski Grzegorz Krzysztof;5339;2.94 %;N
12.html;5;10;PiS;Gładysz Piotr Janusz;4538;2.50 %;N
12.html;5;9;PiS;Pieczarka Anna Maria;14846;8.18 %;T
12.html;5;12;KW Nowa Prawica — Janusza Korwin-Mikke;Batko Marcin;371;0.20 %;N
12.html;5;6;PiS;Mroczek Józef;3699;2.04 %;N
12.html;5;12;PiS;Łabno Radosław Władysław;1513;0.83 %;N
12.html;5;13;PiS;Gąsiorek Barbara Bernadetta;1651;0.91 %;N
12.html;5;8;PiS;Czeszyk Jerzy;893;0.49 %;N
12.html;5;5;KW Twój Ruch;Klimowicz Paweł Mateusz;92;0.05 %;N
12.html;5;4;KW Twój Ruch;Magiera Marzena Andżelika;157;0.09 %;N
12.html;5;6;KW Nowa Prawica — Janusza Korwin-Mikke;Zabawa Sabina Ewa;383;0.21 %;N
12.html;5;2;KW Twój Ruch;Serwin Alicja Łucja;210;0.12 %;N
12.html;5;14;KW Nowa Prawica — Janusza Korwin-Mikke;Skórka Józef;363;0.20 %;N
12.html;5;5;KWW Wspólnota Patriotyzm Solidarność;Gieburowski Oskar Tomasz;55;0.03 %;N
12.html;5;14;PiS;Zięba Elżbieta Karolina;4796;2.64 %;N
12.html;5;5;PSL;Kwaśniak Adam;4805;2.65 %;T
12.html;5;2;PSL;Brach Grzegorz;2774;1.53 %;N
12.html;5;1;PSL;Sorys Stanisław Andrzej;10805;5.95 %;T
12.html;5;4;KWW Wspólnota Patriotyzm Solidarność;Kokosz Andrzej Jan;110;0.06 %;N
12.html;5;1;KW Twój Ruch;Plebańczyk Piotr;412;0.23 %;N
12.html;5;3;KW Twój Ruch;Oleksy Piotr Rudolf;227;0.13 %;N
12.html;5;13;PSL;Mirosławski Zbigniew;802;0.44 %;N
12.html;5;7;PSL;Gawle Maria Halina;1105;0.61 %;N
12.html;5;1;KW Demokracja Bezpośrednia;Gibek Katarzyna Czesława;407;0.22 %;N
12.html;5;10;PSL;Błaszczyk Adriana Katarzyna;996;0.55 %;N
12.html;5;9;PSL;Duda Grzegorz;4327;2.38 %;N
12.html;5;4;PSL;Pająk Jan Andrzej;2879;1.59 %;N
12.html;5;2;KW Demokracja Bezpośrednia;Różycki Witold Tadeusz;322;0.18 %;N
12.html;5;6;PSL;Węgrzyn Łukasz Michał;3102;1.71 %;N
12.html;5;3;PSL;Sady Kazimierz;3255;1.79 %;N
12.html;1;1;PSL;Soska Jacek;10878;8.27 %;T
12.html;1;2;PSL;Kała Józef;6311;4.80 %;N
12.html;1;3;PSL;Nowakowska-Mossór Barbara;1628;1.24 %;N
12.html;1;4;PSL;Pierzchała Dawid Piotr;2199;1.67 %;N
12.html;1;5;PSL;Wiśniewska Beata Barbara;1837;1.40 %;N
12.html;1;6;PSL;Baścik Mariusz Piotr;1505;1.14 %;N
12.html;1;7;PSL;Łukasik Jan;972;0.74 %;N
12.html;1;8;PSL;Matusiak Małgorzata Maria;1617;1.23 %;N
12.html;1;9;PSL;Tracz Robert Antoni;1028;0.78 %;N
12.html;1;10;PSL;Drobny Justyna Agnieszka;2637;2.01 %;N
12.html;1;1;KW Demokracja Bezpośrednia;Broniewicz Michał Paweł;292;0.22 %;N
12.html;1;2;KW Demokracja Bezpośrednia;Gałka Halina;352;0.27 %;N
12.html;1;3;KW Demokracja Bezpośrednia;Górka Łukasz Krzysztof;244;0.19 %;N
12.html;1;4;KW Demokracja Bezpośrednia;Nowak Marta Elżbieta;345;0.26 %;N
12.html;1;5;KW Demokracja Bezpośrednia;Machalski Tomasz Jerzy;194;0.15 %;N
12.html;1;1;PiS;Filip Zdzisław Stanisław;9725;7.39 %;T
12.html;1;2;PiS;Wójcik Andrzej Janusz;5266;4.00 %;T
12.html;1;3;PiS;Trzaska Janina;3177;2.42 %;N
12.html;1;4;PiS;Szymaszkiewicz Marek Andrzej;1144;0.87 %;N
12.html;1;5;PiS;Owczarska Ewelina Anna;4189;3.19 %;N
12.html;1;6;PiS;Rosiek Sławomir Wiktor;1131;0.86 %;N
12.html;1;7;PiS;Bąk Jolanta Ewa;2717;2.07 %;N
12.html;1;8;PiS;Żuradzki Grzegorz;3348;2.55 %;N
12.html;1;9;PiS;Nawara Magdalena Katarzyna;2638;2.01 %;N
12.html;1;10;PiS;Sałaciak Franciszek;1340;1.02 %;N
12.html;1;1;PO;Sowa Marek;17776;13.52 %;T
12.html;1;2;PO;Siuda Maria;4291;3.26 %;T
12.html;1;3;PO;Cockiewicz Marcin Michał;4125;3.14 %;N
12.html;1;4;PO;Szczepankiewicz Krzysztof Michał;1460;1.11 %;N
12.html;1;5;PO;Drabek-Polek Wiesława;2113;1.61 %;N
12.html;1;6;PO;Duda Halina Józefa;1519;1.16 %;N
12.html;1;7;PO;Kosowski Ryszard;3739;2.84 %;N
12.html;1;8;PO;Kacorzyk Andrzej Piotr;1203;0.91 %;N
12.html;1;9;PO;Pędrak Maria Irena;795;0.60 %;N
12.html;1;10;PO;Łysoń Włodzimierz Mieczysław;3817;2.90 %;N
12.html;1;1;KWW Ruch Narodowy;Biernacki Bogusław Grzegorz;887;0.67 %;N
12.html;1;2;KWW Ruch Narodowy;Baer Wojciech Artur;105;0.08 %;N
12.html;1;3;KWW Ruch Narodowy;Glanowski Mateusz Mikołaj;164;0.12 %;N
12.html;1;4;KWW Ruch Narodowy;Zacharska Helena;101;0.08 %;N
12.html;1;5;KWW Ruch Narodowy;Sikora Kacper Jan;179;0.14 %;N
12.html;1;6;KWW Ruch Narodowy;Karcz Agnieszka Katarzyna;371;0.28 %;N
12.html;1;7;KWW Ruch Narodowy;Kopytek-Kukla Katarzyna;113;0.09 %;N
12.html;1;8;KWW Ruch Narodowy;Chochół Jakub Jan;169;0.13 %;N
12.html;1;1;SLD;Mąsior Bogusław Mikołaj;4275;3.25 %;N
12.html;1;2;SLD;Wesołowska Mariola Grażyna;1462;1.11 %;N
12.html;1;3;SLD;Rydzoń Stanisław;2822;2.15 %;N
12.html;1;4;SLD;Szopa Mateusz Leszek;391;0.30 %;N
12.html;1;5;SLD;Grzywa-Banaś Urszula;307;0.23 %;N
12.html;1;6;SLD;Lessig Mieczysława Zdzisława;313;0.24 %;N
12.html;1;7;SLD;Oczkowska Katarzyna Małgorzata;504;0.38 %;N
12.html;1;8;SLD;Łobodziński Tadeusz;176;0.13 %;N
12.html;1;9;SLD;Janik Wojciech;642;0.49 %;N
12.html;1;10;SLD;Dębska Wiktoria Maria;595;0.45 %;N
12.html;1;1;KW Nowa Prawica — Janusza Korwin-Mikke;Krawiec Wojciech Piotr;2872;2.18 %;N
12.html;1;2;KW Nowa Prawica — Janusza Korwin-Mikke;Suchorab Kamil Jacek;363;0.28 %;N
12.html;1;3;KW Nowa Prawica — Janusza Korwin-Mikke;Zasłona Katarzyna;320;0.24 %;N
12.html;1;4;KW Nowa Prawica — Janusza Korwin-Mikke;Stasiowska Ewa;241;0.18 %;N
12.html;1;5;KW Nowa Prawica — Janusza Korwin-Mikke;Cybul Joanna Karolina;179;0.14 %;N
12.html;1;6;KW Nowa Prawica — Janusza Korwin-Mikke;Szczygieł Michał Władysław;307;0.23 %;N
12.html;1;7;KW Nowa Prawica — Janusza Korwin-Mikke;Wątroba Barbara;392;0.30 %;N
12.html;1;8;KW Nowa Prawica — Janusza Korwin-Mikke;Mydlarz Mateusz Franciszek;278;0.21 %;N
12.html;1;9;KW Nowa Prawica — Janusza Korwin-Mikke;Kulak Daniel Stanisław;164;0.12 %;N
